id,document,embed_text,control_family
V10.4.5,"**Security Rule:** The authorization server must mitigate refresh-token replay for public clients, preferably with sender-constrained tokens; if rotation is used instead, it must invalidate each refresh token on use and revoke the whole chain if an already-used token is presented.

**Vulnerability Pattern (Description):** A public client's refresh token is long-lived and reusable, so a stolen refresh token can be redeemed repeatedly with no detection of the legitimate client and the attacker running in parallel.

**Secure Pattern (Description):** Refresh tokens are sender-constrained, or rotated so each use returns a new token and invalidates the old one; presenting a consumed token triggers revocation of every refresh token in that authorization chain.

[[CSHARP PATTERNS]]
Vulnerable:
```
if (rt.IsValid) return IssueAccessToken();
```
Secure:
```
if (rt.Consumed) { _tokens.RevokeFamily(rt.FamilyId); throw new InvalidGrantException(); }
rt.Consumed = true;
return new TokenPair(IssueAccessToken(), Rotate(rt));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
if validRefresh(rt): issueAccessToken()   # rt stays usable
```
Secure:
```
if rt.consumed: revokeChain(rt.familyId); reject()
rt.consumed = true; issueAccessToken(); issueNewRefresh()
```

[[JAVA PATTERNS]]
Vulnerable:
```
if (refreshToken.isValid()) return newAccessToken();
```
Secure:
```
if (refreshToken.isConsumed()) {
  revokeFamily(refreshToken.getFamilyId()); throw new InvalidGrantException();
}
refreshToken.setConsumed(true);
return newAccessToken();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
if (rt.valid) return issueAccessToken();
```
Secure:
```
if (rt.consumed) { await revokeFamily(rt.familyId); throw Error(""refresh reuse""); }
rt.consumed = true;
return { access: issueAccessToken(), refresh: rotate(rt) };
```

[[PYTHON PATTERNS]]
Vulnerable:
```
if refresh_token.valid:
    return new_access_token()
```
Secure:
```
if refresh_token.consumed:
    revoke_family(refresh_token.family_id); abort(400, ""refresh reuse"")
refresh_token.consumed = True
return new_access_token(), rotate_refresh(refresh_token)
```","The authorization server must mitigate refresh-token replay for public clients, preferably with sender-constrained tokens; if rotation is used instead, it must invalidate each refresh token on use and revoke the whole chain if an already-used token is presented.
A public client's refresh token is long-lived and reusable, so a stolen refresh token can be redeemed repeatedly with no detection of the legitimate client and the attacker running in parallel.
Refresh tokens are sender-constrained, or rotated so each use returns a new token and invalidates the old one; presenting a consumed token triggers revocation of every refresh token in that authorization chain.",OAuth and OIDC
V10.4.6,"**Security Rule:** For the code grant, the authorization server must require PKCE — a valid code_challenge with method S256, never plain — at the authorization endpoint, and must validate the code_verifier at the token endpoint.

**Vulnerability Pattern (Description):** The authorization server does not enforce PKCE or accepts the plain challenge method, so an attacker who intercepts an authorization code can redeem it without proving possession of the verifier.

**Secure Pattern (Description):** The authorization endpoint rejects requests lacking a code_challenge or using method plain, and the token endpoint recomputes the S256 hash of the code_verifier and rejects any mismatch.

[[CSHARP PATTERNS]]
Vulnerable:
```
return IssueCode(clientId, redirectUri);
```
Secure:
```
if (codeChallengeMethod != ""S256"")
  return BadRequest(""S256 PKCE required"");
return IssueCode(clientId, redirectUri, codeChallenge);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
issueCode(req)   # no code_challenge required
```
Secure:
```
if req.code_challenge_method != ""S256"": reject()
if sha256(token_req.verifier) != storedChallenge: reject()
```

[[JAVA PATTERNS]]
Vulnerable:
```
return issueCode(clientId, redirectUri);
```
Secure:
```
if (!""S256"".equals(challengeMethod))
    throw new InvalidRequestException(""S256 PKCE required"");
return issueCode(clientId, redirectUri, codeChallenge);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
issueCode(req.query.client_id, req.query.redirect_uri);
```
Secure:
```
if (req.query.code_challenge_method !== ""S256"")
  return res.status(400).send(""S256 PKCE required"");
issueCode(req.query.client_id, req.query.redirect_uri, req.query.code_challenge);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
return issue_code(client_id, redirect_uri)
```
Secure:
```
if request.args.get(""code_challenge_method"") != ""S256"":
    abort(400, ""S256 PKCE required"")
return issue_code(client_id, redirect_uri, code_challenge)
```","For the code grant, the authorization server must require PKCE — a valid code_challenge with method S256, never plain — at the authorization endpoint, and must validate the code_verifier at the token endpoint.
The authorization server does not enforce PKCE or accepts the plain challenge method, so an attacker who intercepts an authorization code can redeem it without proving possession of the verifier.
The authorization endpoint rejects requests lacking a code_challenge or using method plain, and the token endpoint recomputes the S256 hash of the code_verifier and rejects any mismatch.",OAuth and OIDC
V10.4.7,"**Security Rule:** If unauthenticated dynamic client registration is supported, the authorization server must validate the submitted client metadata, ensure user consent, and warn the user before processing an authorization request from an untrusted client.

**Vulnerability Pattern (Description):** Dynamic client registration accepts arbitrary metadata and the resulting client is treated as trusted, so an attacker self-registers a lookalike app and silently harvests user authorizations.

**Secure Pattern (Description):** Dynamically registered client metadata such as redirect URIs and logos is validated, the client is flagged as untrusted, and the consent screen explicitly warns the user before any authorization proceeds.

[[CSHARP PATTERNS]]
Vulnerable:
```
var client = _clients.Register(request.Metadata);
```
Secure:
```
var meta = _validator.Validate(request.Metadata);
var client = _clients.Register(meta, trusted: false);
_consent.Show(client, warnUntrusted: true);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
client = registerClient(submittedMetadata)
```
Secure:
```
client = registerClient(validate(submittedMetadata))
client.trusted = false
showConsentWithUntrustedWarning(client)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Client client = clientService.register(request.getMetadata());
```
Secure:
```
ClientMetadata meta = metadataValidator.validate(request.getMetadata());
Client client = clientService.register(meta, false);  // trusted=false
consentService.show(client, true);  // warn untrusted
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const client = await Client.create(req.body);
```
Secure:
```
const meta = validateClientMetadata(req.body);
const client = await Client.create({ ...meta, trusted: false });
renderConsent(client, { warnUntrusted: true });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
client = Client.create(**request.json)
```
Secure:
```
meta = validate_client_metadata(request.json)
client = Client.create(**meta, trusted=False)
consent_screen(client, warn_untrusted=True)
```","If unauthenticated dynamic client registration is supported, the authorization server must validate the submitted client metadata, ensure user consent, and warn the user before processing an authorization request from an untrusted client.
Dynamic client registration accepts arbitrary metadata and the resulting client is treated as trusted, so an attacker self-registers a lookalike app and silently harvests user authorizations.
Dynamically registered client metadata such as redirect URIs and logos is validated, the client is flagged as untrusted, and the consent screen explicitly warns the user before any authorization proceeds.",OAuth and OIDC
V10.4.8,"**Security Rule:** Refresh tokens must have an absolute expiration, even when sliding expiration is applied, so the token cannot be renewed indefinitely.

**Vulnerability Pattern (Description):** A refresh token with sliding expiration is renewed on every use with no absolute cap, so a stolen token can be kept alive forever as long as the attacker keeps redeeming it.

**Secure Pattern (Description):** The refresh token records an absolute maximum lifetime fixed at issue time; sliding renewal extends the window only up to that hard cap, after which the token is rejected and re-authentication is required.

[[CSHARP PATTERNS]]
Vulnerable:
```
rt.ExpiresAt = DateTime.UtcNow.AddDays(7);
```
Secure:
```
var absolute = rt.IssuedAt.AddDays(30);
var sliding = DateTime.UtcNow.AddDays(7);
rt.ExpiresAt = sliding < absolute ? sliding : absolute;
```

[[GENERIC PATTERNS]]
Vulnerable:
```
rt.expiresAt = now + slidingWindow   # extended every use, no cap
```
Secure:
```
rt.absoluteExpiry = issuedAt + days(30)
rt.expiresAt = min(now + slidingWindow, rt.absoluteExpiry)
```

[[JAVA PATTERNS]]
Vulnerable:
```
rt.setExpiresAt(Instant.now().plus(Duration.ofDays(7)));
```
Secure:
```
Instant absolute = rt.getIssuedAt().plus(Duration.ofDays(30));
Instant sliding = Instant.now().plus(Duration.ofDays(7));
rt.setExpiresAt(sliding.isBefore(absolute) ? sliding : absolute);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
rt.expiresAt = Date.now() + 7 * 86400000;
```
Secure:
```
const absolute = rt.issuedAt + 30 * 86400000;
rt.expiresAt = Math.min(Date.now() + 7 * 86400000, absolute);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
rt.expires_at = datetime.utcnow() + timedelta(days=7)
```
Secure:
```
absolute = rt.issued_at + timedelta(days=30)
rt.expires_at = min(datetime.utcnow() + timedelta(days=7), absolute)
```","Refresh tokens must have an absolute expiration, even when sliding expiration is applied, so the token cannot be renewed indefinitely.
A refresh token with sliding expiration is renewed on every use with no absolute cap, so a stolen token can be kept alive forever as long as the attacker keeps redeeming it.
The refresh token records an absolute maximum lifetime fixed at issue time; sliding renewal extends the window only up to that hard cap, after which the token is rejected and re-authentication is required.",OAuth and OIDC
V10.4.9,"**Security Rule:** An authorized user must be able to revoke refresh tokens and reference access tokens through the authorization server's user interface, to contain malicious clients or stolen tokens.

**Vulnerability Pattern (Description):** Once issued, tokens cannot be revoked before expiry and the user has no way to see or terminate active grants, so a stolen token stays valid until it naturally expires.

**Secure Pattern (Description):** The authorization server exposes a session and token management view where the user lists active grants and revokes any refresh or reference access token, which immediately invalidates it server-side.

[[CSHARP PATTERNS]]
Vulnerable:
```
// tokens remain valid until natural expiry
```
Secure:
```
[HttpPost(""account/tokens/{id}/revoke"")]
public IActionResult Revoke(string id) {
  var t = _tokens.Find(id);
  if (t.UserId != User.GetId()) return Forbid();
  t.Revoked = true; return Ok();
}
```

[[GENERIC PATTERNS]]
Vulnerable:
```
# tokens valid until expiry; no revocation surface
```
Secure:
```
onUserRevoke(tokenId, currentUser):
  token = lookup(tokenId)
  if token.owner == currentUser: token.revoked = true
```

[[JAVA PATTERNS]]
Vulnerable:
```
// no user-facing token revocation
```
Secure:
```
@PostMapping(""/account/tokens/{id}/revoke"")
public void revoke(@PathVariable String id, @AuthenticationPrincipal User u) {
  Token t = tokenRepo.findById(id).orElseThrow();
  if (!t.getUserId().equals(u.getId())) throw new ForbiddenException();
  t.setRevoked(true);
}
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
// tokens cannot be revoked before expiry
```
Secure:
```
app.post(""/account/tokens/:id/revoke"", async (req, res) => {
  const t = await Token.find(req.params.id);
  if (t.userId !== req.user.id) return res.sendStatus(403);
  await t.update({ revoked: true });
});
```

[[PYTHON PATTERNS]]
Vulnerable:
```
# no endpoint to revoke a user's own tokens
```
Secure:
```
@app.post(""/account/tokens/<token_id>/revoke"")
def revoke(token_id):
    t = Token.query.get_or_404(token_id)
    if t.user_id != current_user.id: abort(403)
    t.revoked = True
```","An authorized user must be able to revoke refresh tokens and reference access tokens through the authorization server's user interface, to contain malicious clients or stolen tokens.
Once issued, tokens cannot be revoked before expiry and the user has no way to see or terminate active grants, so a stolen token stays valid until it naturally expires.
The authorization server exposes a session and token management view where the user lists active grants and revokes any refresh or reference access token, which immediately invalidates it server-side.",OAuth and OIDC
V10.4.10,"**Security Rule:** A confidential client must be authenticated on every client-to-server backchannel request, including token requests, pushed authorization requests, and token revocation requests.

**Vulnerability Pattern (Description):** The token, PAR, or revocation endpoint accepts a request that names a confidential client without verifying client credentials, so anyone can act as that client on the backchannel.

**Secure Pattern (Description):** Every backchannel endpoint authenticates the confidential client — via client secret, private_key_jwt, or mTLS — before processing the request, and rejects any unauthenticated or mismatched credential.

[[CSHARP PATTERNS]]
Vulnerable:
```
var client = _clients.Find(Request.Form[""client_id""]);
return IssueTokens(client);
```
Secure:
```
var client = _clientAuth.Authenticate(Request);
if (client is null) return Unauthorized(""invalid_client"");
return IssueTokens(client);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
handleTokenRequest(req)   # client identity trusted from client_id alone
```
Secure:
```
if not authenticateClient(req.client_id, req.credentials): reject()
handleTokenRequest(req)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Client client = clientRepo.find(request.getParameter(""client_id""));
return issueTokens(client);
```
Secure:
```
Client client = clientAuthenticator.authenticate(request);
if (client == null) throw new InvalidClientException();
return issueTokens(client);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const client = await Client.find(req.body.client_id);
return issueTokens(client);
```
Secure:
```
const client = await authenticateClient(req);
if (!client) return res.status(401).send(""invalid_client"");
return issueTokens(client);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
client = Client.query.get(request.form[""client_id""])
return issue_tokens(client)
```
Secure:
```
client = authenticate_client(request)  # verifies secret / JWT / mTLS
if client is None:
    abort(401, ""invalid_client"")
return issue_tokens(client)
```","A confidential client must be authenticated on every client-to-server backchannel request, including token requests, pushed authorization requests, and token revocation requests.
The token, PAR, or revocation endpoint accepts a request that names a confidential client without verifying client credentials, so anyone can act as that client on the backchannel.
Every backchannel endpoint authenticates the confidential client — via client secret, private_key_jwt, or mTLS — before processing the request, and rejects any unauthenticated or mismatched credential.",OAuth and OIDC
V10.4.11,"**Security Rule:** The authorization server configuration must assign each OAuth client only the scopes it actually requires, so a client cannot request or receive privileges beyond its purpose.

**Vulnerability Pattern (Description):** A client is configured with the full catalogue of scopes regardless of need, so a compromised client or token can reach data and operations the application was never designed to expose to it.

**Secure Pattern (Description):** Each client registration lists a narrow allowed-scopes set, and the authorization server clamps any scope request to that set, never issuing a token with a scope the client is not entitled to.

[[CSHARP PATTERNS]]
Vulnerable:
```
client.AllowedScopes = Scopes.All;
```
Secure:
```
client.AllowedScopes = new[] { ""read:profile"", ""read:orders"" };
var granted = requested.Intersect(client.AllowedScopes);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
client.allowedScopes = allScopes
```
Secure:
```
client.allowedScopes = {""read:profile"", ""read:orders""}
granted = requestedScopes intersect client.allowedScopes
```

[[JAVA PATTERNS]]
Vulnerable:
```
client.setAllowedScopes(Scopes.ALL);
```
Secure:
```
client.setAllowedScopes(Set.of(""read:profile"", ""read:orders""));
requested.retainAll(client.getAllowedScopes());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
client.allowedScopes = ALL_SCOPES;
```
Secure:
```
client.allowedScopes = [""read:profile"", ""read:orders""];
const granted = requested.filter(s => client.allowedScopes.includes(s));
```

[[PYTHON PATTERNS]]
Vulnerable:
```
client.allowed_scopes = ALL_SCOPES
```
Secure:
```
client.allowed_scopes = {""read:profile"", ""read:orders""}
granted = set(requested_scopes) & client.allowed_scopes
```","The authorization server configuration must assign each OAuth client only the scopes it actually requires, so a client cannot request or receive privileges beyond its purpose.
A client is configured with the full catalogue of scopes regardless of need, so a compromised client or token can reach data and operations the application was never designed to expose to it.
Each client registration lists a narrow allowed-scopes set, and the authorization server clamps any scope request to that set, never issuing a token with a scope the client is not entitled to.",OAuth and OIDC
V10.4.12,"**Security Rule:** For each client the authorization server must allow only the response_mode value that client needs, validating it against the expected values or relying on PAR or JWT-secured authorization requests.

**Vulnerability Pattern (Description):** The authorization endpoint honours any response_mode the request asks for, so an attacker can switch a client to a mode such as fragment or form_post that leaks the response to an unintended sink.

**Secure Pattern (Description):** Each client registration pins the permitted response_mode, and the authorization server rejects any request whose response_mode is not on that per-client list.

[[CSHARP PATTERNS]]
Vulnerable:
```
return Respond(Request.Query[""response_mode""]);
```
Secure:
```
var mode = Request.Query[""response_mode""].ToString();
if (!client.AllowedResponseModes.Contains(mode))
  return BadRequest(""invalid response_mode"");
return Respond(mode);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
respondUsing(req.response_mode)
```
Secure:
```
if req.response_mode not in client.allowedResponseModes: reject()
respondUsing(req.response_mode)
```

[[JAVA PATTERNS]]
Vulnerable:
```
return respond(request.getParameter(""response_mode""));
```
Secure:
```
String mode = request.getParameter(""response_mode"");
if (!client.getAllowedResponseModes().contains(mode))
    throw new InvalidRequestException(""invalid response_mode"");
return respond(mode);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
respond(req.query.response_mode);
```
Secure:
```
if (!client.allowedResponseModes.includes(req.query.response_mode))
  return res.status(400).send(""invalid response_mode"");
respond(req.query.response_mode);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
mode = request.args.get(""response_mode"", ""query"")
return respond(mode)
```
Secure:
```
mode = request.args.get(""response_mode"", ""query"")
if mode not in client.allowed_response_modes:
    abort(400, ""invalid response_mode"")
return respond(mode)
```","For each client the authorization server must allow only the response_mode value that client needs, validating it against the expected values or relying on PAR or JWT-secured authorization requests.
The authorization endpoint honours any response_mode the request asks for, so an attacker can switch a client to a mode such as fragment or form_post that leaks the response to an unintended sink.
Each client registration pins the permitted response_mode, and the authorization server rejects any request whose response_mode is not on that per-client list.",OAuth and OIDC
V10.4.13,"**Security Rule:** When the code grant is used, it must always be combined with pushed authorization requests so authorization parameters are sent over the backchannel rather than through the browser.

**Vulnerability Pattern (Description):** Authorization parameters travel as front-channel query string values, so they can be observed or tampered with in the browser before the authorization server ever sees them.

**Secure Pattern (Description):** The client first pushes the authorization parameters to the PAR endpoint over an authenticated backchannel call and then sends the user to the authorization endpoint with only the opaque request_uri.

[[CSHARP PATTERNS]]
Vulnerable:
```
return Redirect($""/authorize?client_id={cid}&scope={scope}"");
```
Secure:
```
var requestUri = await _par.PushAsync(cid, scope);
return Redirect($""/authorize?client_id={cid}&request_uri={requestUri}"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
redirect(""/authorize?client_id=..&scope=..&redirect_uri=.."")
```
Secure:
```
requestUri = postToPAR(client, params)   # backchannel
redirect(""/authorize?client_id=..&request_uri="" + requestUri)
```

[[JAVA PATTERNS]]
Vulnerable:
```
response.sendRedirect(""/authorize?client_id="" + cid + ""&scope="" + scope);
```
Secure:
```
String requestUri = parClient.push(cid, scope);
response.sendRedirect(""/authorize?client_id="" + cid + ""&request_uri="" + requestUri);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
res.redirect(`/authorize?client_id=${cid}&scope=${scope}`);
```
Secure:
```
const requestUri = await parClient.push({ clientId: cid, scope });
res.redirect(`/authorize?client_id=${cid}&request_uri=${requestUri}`);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
return redirect(f""/authorize?client_id={cid}&scope={scope}"")
```
Secure:
```
request_uri = par_client.push(client_id=cid, scope=scope)
return redirect(f""/authorize?client_id={cid}&request_uri={request_uri}"")
```","When the code grant is used, it must always be combined with pushed authorization requests so authorization parameters are sent over the backchannel rather than through the browser.
Authorization parameters travel as front-channel query string values, so they can be observed or tampered with in the browser before the authorization server ever sees them.
The client first pushes the authorization parameters to the PAR endpoint over an authenticated backchannel call and then sends the user to the authorization endpoint with only the opaque request_uri.",OAuth and OIDC
V10.4.14,"**Security Rule:** The authorization server must issue only sender-constrained access tokens, bound either to a client certificate via mutual TLS or to a DPoP key.

**Vulnerability Pattern (Description):** The authorization server issues plain bearer access tokens, so any party that captures a token can use it without proving possession of a bound key.

**Secure Pattern (Description):** Every issued access token carries a cnf claim binding it to the presenter's mTLS certificate thumbprint or DPoP public key, so the token is useless without the matching private key.

[[CSHARP PATTERNS]]
Vulnerable:
```
var token = handler.CreateEncodedJwt(descriptor);
```
Secure:
```
descriptor.Claims[""cnf""] = new { jkt = DpopThumbprint(Request.Headers[""DPoP""]) };
var token = handler.CreateEncodedJwt(descriptor);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
token = issueAccessToken(claims)   # plain bearer
```
Secure:
```
claims.cnf = { jkt: dpopKeyThumbprint(req) }
token = issueAccessToken(claims)
```

[[JAVA PATTERNS]]
Vulnerable:
```
String token = Jwts.builder().claims(claims).signWith(key).compact();
```
Secure:
```
claims.put(""cnf"", Map.of(""jkt"", dpopThumbprint(request.getHeader(""DPoP""))));
String token = Jwts.builder().claims(claims).signWith(key).compact();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const token = jwt.sign(claims, key, { algorithm: ""RS256"" });
```
Secure:
```
claims.cnf = { jkt: dpopThumbprint(req.headers.dpop) };
const token = jwt.sign(claims, key, { algorithm: ""RS256"" });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
token = jwt.encode(claims, key, algorithm=""RS256"")
```
Secure:
```
claims[""cnf""] = {""jkt"": dpop_thumbprint(request.headers[""DPoP""])}
token = jwt.encode(claims, key, algorithm=""RS256"")
```","The authorization server must issue only sender-constrained access tokens, bound either to a client certificate via mutual TLS or to a DPoP key.
The authorization server issues plain bearer access tokens, so any party that captures a token can use it without proving possession of a bound key.
Every issued access token carries a cnf claim binding it to the presenter's mTLS certificate thumbprint or DPoP public key, so the token is useless without the matching private key.",OAuth and OIDC
V10.4.15,"**Security Rule:** For a server-side client, the authorization server must ensure the authorization_details value originates from the client backend and was not tampered with by the user, for example by requiring PAR or JAR.

**Vulnerability Pattern (Description):** The rich authorization_details parameter is read from a front-channel request, so the user can edit it in the browser to broaden the transaction the consent screen describes.

**Secure Pattern (Description):** For server-side clients the authorization_details is supplied only through PAR or a signed JAR request object, so the value is fixed by the backend and cannot be altered between the client and the server.

[[CSHARP PATTERNS]]
Vulnerable:
```
var details = Request.Query[""authorization_details""].ToString();
```
Secure:
```
var pushed = _parStore.Get(Request.Query[""request_uri""]);
var details = pushed.AuthorizationDetails;
```

[[GENERIC PATTERNS]]
Vulnerable:
```
details = req.query.authorization_details
```
Secure:
```
details = readFromParOrSignedJar(req.request_uri)
```

[[JAVA PATTERNS]]
Vulnerable:
```
String details = request.getParameter(""authorization_details"");
```
Secure:
```
PushedRequest pushed = parStore.get(request.getParameter(""request_uri""));
String details = pushed.getAuthorizationDetails();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const details = JSON.parse(req.query.authorization_details);
```
Secure:
```
const pushed = await parStore.get(req.query.request_uri);
const details = pushed.authorizationDetails;
```

[[PYTHON PATTERNS]]
Vulnerable:
```
details = json.loads(request.args[""authorization_details""])
```
Secure:
```
pushed = par_store.get(request.args[""request_uri""])
details = pushed.authorization_details  # set by the client backend
```","For a server-side client, the authorization server must ensure the authorization_details value originates from the client backend and was not tampered with by the user, for example by requiring PAR or JAR.
The rich authorization_details parameter is read from a front-channel request, so the user can edit it in the browser to broaden the transaction the consent screen describes.
For server-side clients the authorization_details is supplied only through PAR or a signed JAR request object, so the value is fixed by the backend and cannot be altered between the client and the server.",OAuth and OIDC
V10.4.16,"**Security Rule:** The client must be confidential and the authorization server must require a strong, replay-resistant, public-key client authentication method such as mutual TLS or private_key_jwt.

**Vulnerability Pattern (Description):** The client authenticates with a shared client secret, so a leaked secret from logs, a config file, or a breach lets an attacker fully impersonate the client.

**Secure Pattern (Description):** The authorization server requires public-key client authentication — tls_client_auth, self_signed_tls_client_auth, or private_key_jwt — so no reusable shared secret exists to be stolen and replayed.

[[CSHARP PATTERNS]]
Vulnerable:
```
client.TokenEndpointAuthMethod = ""client_secret_post"";
```
Secure:
```
client.TokenEndpointAuthMethod = ""private_key_jwt"";
_jwtVerifier.Verify(Request.Form[""client_assertion""], client.Jwks);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
client.authMethod = ""client_secret_post""
```
Secure:
```
client.authMethod = ""private_key_jwt""
if req.authMethod != client.authMethod: reject()
```

[[JAVA PATTERNS]]
Vulnerable:
```
client.setAuthMethod(""client_secret_basic"");
```
Secure:
```
client.setAuthMethod(""private_key_jwt"");
privateKeyJwtVerifier.verify(request.getParameter(""client_assertion""), client.getJwks());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
client.tokenEndpointAuthMethod = ""client_secret_post"";
```
Secure:
```
client.tokenEndpointAuthMethod = ""private_key_jwt"";
await verifyPrivateKeyJwt(req.body.client_assertion, client.jwks);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
client.token_endpoint_auth_method = ""client_secret_basic""
```
Secure:
```
client.token_endpoint_auth_method = ""private_key_jwt""
verify_private_key_jwt(request.form[""client_assertion""], client.jwks)
```","The client must be confidential and the authorization server must require a strong, replay-resistant, public-key client authentication method such as mutual TLS or private_key_jwt.
The client authenticates with a shared client secret, so a leaked secret from logs, a config file, or a breach lets an attacker fully impersonate the client.
The authorization server requires public-key client authentication — tls_client_auth, self_signed_tls_client_auth, or private_key_jwt — so no reusable shared secret exists to be stolen and replayed.",OAuth and OIDC
V10.5.1,"**Security Rule:** The OIDC client acting as relying party must mitigate ID Token replay by checking that the nonce claim in the ID Token matches the nonce it sent in the authentication request.

**Vulnerability Pattern (Description):** The client accepts an ID Token without comparing its nonce to the value it generated, so an attacker can replay an ID Token captured from another session and have it accepted.

**Secure Pattern (Description):** The client generates a random nonce, stores it bound to the user-agent session, and rejects the ID Token unless the token's nonce claim equals the stored value.

[[CSHARP PATTERNS]]
Vulnerable:
```
var claims = handler.ValidateToken(idToken, parms, out _);
```
Secure:
```
var claims = handler.ValidateToken(idToken, parms, out _);
if (claims.FindFirstValue(""nonce"") != HttpContext.Session.GetString(""nonce""))
    throw new SecurityException(""nonce mismatch"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
idToken = verify(rawIdToken); login(idToken.sub)
```
Secure:
```
idToken = verify(rawIdToken)
if idToken.nonce != session.nonce: reject()
login(idToken.sub)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Claims c = parser.parseClaimsJws(idToken).getBody();
```
Secure:
```
Claims c = parser.parseClaimsJws(idToken).getBody();
if (!Objects.equals(c.get(""nonce""), session.getAttribute(""nonce"")))
    throw new SecurityException(""nonce mismatch"");
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const claims = jwt.verify(idToken, key);
```
Secure:
```
const claims = jwt.verify(idToken, key);
if (claims.nonce !== req.session.oidcNonce) throw Error(""nonce mismatch"");
```

[[PYTHON PATTERNS]]
Vulnerable:
```
claims = jwt.decode(id_token, key, algorithms=[""RS256""])
```
Secure:
```
claims = jwt.decode(id_token, key, algorithms=[""RS256""])
if claims.get(""nonce"") != session.pop(""oidc_nonce""):
    abort(400, ""nonce mismatch"")
```","The OIDC client acting as relying party must mitigate ID Token replay by checking that the nonce claim in the ID Token matches the nonce it sent in the authentication request.
The client accepts an ID Token without comparing its nonce to the value it generated, so an attacker can replay an ID Token captured from another session and have it accepted.
The client generates a random nonce, stores it bound to the user-agent session, and rejects the ID Token unless the token's nonce claim equals the stored value.",OAuth and OIDC
V10.5.2,"**Security Rule:** The OIDC client must uniquely identify the user from ID Token claims that cannot be reassigned within an identity provider, normally the sub claim scoped to that provider.

**Vulnerability Pattern (Description):** The client identifies users by a mutable ID Token claim such as email or name, so a changed or reused value at the provider can let one user inherit another's local account.

**Secure Pattern (Description):** The client keys the local account on the provider's immutable sub claim (scoped per issuer), so identity is stable across profile changes and freed usernames cannot be hijacked.

[[CSHARP PATTERNS]]
Vulnerable:
```
var user = _users.GetByEmail(claims[""email""]);
```
Secure:
```
var user = _users.GetBySubject(claims[""iss""], claims[""sub""]);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
user = findOrCreateByEmail(idToken.email)
```
Secure:
```
user = findOrCreateBySubject(idToken.iss, idToken.sub)
```

[[JAVA PATTERNS]]
Vulnerable:
```
User u = userService.findByEmail(claims.get(""email"", String.class));
```
Secure:
```
User u = userService.findBySubject(claims.getIssuer(), claims.getSubject());
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const user = await Users.upsert({ email: claims.email });
```
Secure:
```
const user = await Users.upsert({ issuer: claims.iss, subject: claims.sub });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
user = get_or_create(User, email=claims[""email""])
```
Secure:
```
user = get_or_create(User, issuer=claims[""iss""], subject=claims[""sub""])
```","The OIDC client must uniquely identify the user from ID Token claims that cannot be reassigned within an identity provider, normally the sub claim scoped to that provider.
The client identifies users by a mutable ID Token claim such as email or name, so a changed or reused value at the provider can let one user inherit another's local account.
The client keys the local account on the provider's immutable sub claim (scoped per issuer), so identity is stable across profile changes and freed usernames cannot be hijacked.",OAuth and OIDC
